Married,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,user,sensitive,label
0,3,9280,310,0,0,2,9280,310,0,0,0,26336,1,1
1,2,1080,90,0,6,0,1080,80,0,0,0,26337,0,1
0,2,290,290,2,6,0,240,140,0,0,0,26338,1,1
1,2,4530,170,0,0,0,4070,160,0,0,0,26339,0,0
0,3,2110,150,0,0,0,2000,150,1,2,1,26340,1,1
0,2,3050,2440,2,4,0,550,90,0,0,0,26341,1,1
0,2,3890,180,0,0,2,3890,180,0,0,0,26342,1,1
0,3,1890,1890,1,5,0,0,0,0,0,0,26343,1,1
1,3,160,160,2,6,0,0,10,0,0,0,26344,0,1
0,3,1500,610,3,5,0,60,0,0,0,0,26345,1,1
1,3,6320,280,0,0,3,6320,190,1,3,1,26346,0,0
0,2,8980,690,0,0,6,8980,0,1,8,1,26347,1,1
0,3,130,130,3,6,0,20,130,0,0,0,26348,1,1
0,1,30,30,1,6,0,10,10,0,0,0,26349,1,1
0,3,210,190,3,6,0,210,60,0,0,0,26350,1,1
1,2,550,640,1,5,0,370,50,0,0,0,26351,0,1
0,2,110,290,2,6,0,30,30,0,0,0,26352,1,0
0,1,2180,70,0,0,3,2180,0,1,2,1,26353,1,1
0,2,100,600,2,6,0,70,70,1,2,1,26354,1,1
1,1,760,140,0,1,0,680,140,1,2,1,26355,0,1
1,2,5060,1220,0,0,4,5060,610,0,0,0,26356,0,1
0,3,12930,490,0,0,4,12910,460,0,0,0,26357,1,1
1,1,820,70,0,0,0,820,50,2,4,1,26358,0,1
0,3,1270,1270,3,6,0,180,420,0,0,0,26359,1,1
0,3,430,430,3,6,0,80,90,0,0,0,26360,1,1
1,3,250,250,4,6,0,20,80,0,0,0,26361,0,1
1,2,170,50,2,6,0,170,30,0,0,0,26362,0,1
0,2,90,50,2,6,0,90,50,0,0,0,26363,1,1
0,2,970,60,0,0,0,970,40,0,0,0,26364,1,1
1,1,360,360,1,3,0,10,10,0,0,0,26365,0,1
0,3,6940,300,0,0,4,6640,300,0,0,0,26366,1,1
0,2,50,50,3,6,0,30,0,0,0,0,26367,0,0
0,1,810,50,0,2,0,810,40,0,0,0,26368,1,1
0,2,740,710,2,6,0,740,190,0,0,0,26369,1,1
1,2,0,0,0,6,0,0,0,0,0,0,26370,0,0
1,3,5080,220,0,0,4,5080,220,0,0,0,26371,0,1
1,1,630,90,0,0,6,520,80,1,8,1,26372,0,1
1,2,20,20,2,6,0,0,0,0,0,0,26373,0,1
1,3,240,150,0,6,0,90,30,1,6,1,26374,0,0
1,3,0,0,0,6,0,0,0,1,1,1,26375,0,1
0,2,4070,110,0,0,2,3410,100,0,0,0,26376,1,0
1,2,3110,180,0,0,0,3110,180,0,0,0,26377,0,1
1,2,3110,140,0,0,0,2840,130,1,12,1,26378,0,0
1,2,0,0,0,6,0,0,0,1,1,1,26379,0,1
1,2,1310,1280,1,5,0,410,1280,0,0,0,26380,0,1
1,1,330,40,0,0,0,320,0,1,7,1,26381,0,1
1,2,1440,140,0,2,0,1120,140,0,0,0,26382,0,1
0,3,360,360,3,6,0,310,80,0,0,0,26383,1,1
1,1,3680,150,0,0,0,3680,150,0,0,0,26384,0,1
0,3,840,560,1,6,0,50,20,0,0,0,26385,1,1
0,3,4310,500,0,0,0,4010,140,1,5,1,26386,1,1
1,2,9960,1530,0,0,0,7980,920,0,0,0,26387,0,1
1,2,5580,210,0,0,4,5340,210,0,0,0,26388,0,1
1,3,20,20,2,6,0,0,10,0,0,0,26389,0,1
0,2,20,20,1,6,0,10,20,2,6,1,26390,1,0
1,2,3190,1060,2,5,0,3190,860,0,0,0,26391,0,1
1,3,640,640,4,6,0,580,640,0,0,0,26392,0,1
0,3,30,40,1,6,0,0,0,0,0,0,26393,1,1
1,1,940,140,0,0,6,900,60,1,7,1,26394,0,1
1,3,600,600,2,6,0,180,100,0,0,0,26395,0,1
1,2,3230,3240,2,5,0,180,10,0,0,0,26396,0,1
0,2,4730,180,0,0,1,4200,180,0,0,0,26397,1,1
1,1,3580,150,0,0,6,3310,120,0,0,0,26398,0,1
0,3,4890,210,0,0,0,4890,170,0,0,0,26399,1,1
1,3,1780,920,1,6,0,1780,610,0,0,0,26400,0,1
0,3,20,30,2,6,0,0,0,0,0,0,26401,1,1
1,3,2310,110,0,0,0,2100,90,0,0,0,26402,0,1
0,3,470,470,2,6,0,450,30,0,0,0,26403,1,1
1,2,0,0,0,6,0,0,0,0,0,0,26404,0,0
0,3,80,160,3,6,0,0,60,2,3,1,26405,1,1
0,3,3230,3230,1,5,0,790,0,1,3,1,26406,1,1
1,2,130,130,2,6,0,30,40,0,0,0,26407,0,1
0,2,120,90,0,6,0,120,90,0,0,0,26408,1,0
1,2,190,190,1,6,0,10,190,0,0,0,26409,0,1
0,2,3020,150,0,0,4,2940,150,0,0,0,26410,1,1
1,3,1600,140,0,6,0,1480,140,1,2,1,26411,0,1
0,2,450,80,0,0,0,330,80,1,14,1,26412,1,1
0,3,3760,180,0,0,6,3420,180,0,0,0,26413,1,1
1,2,1390,310,0,3,0,1220,310,0,0,0,26414,0,1
1,3,30,30,3,6,0,0,30,1,1,1,26415,0,1
1,3,6490,220,0,0,3,6180,220,0,0,0,26416,0,1
0,3,7290,7290,1,0,3,1610,7290,0,0,0,26417,1,1
1,2,1160,1160,2,5,0,340,80,1,2,1,26418,0,1
1,2,1820,80,0,0,6,1740,60,0,0,0,26419,0,1
1,2,2140,2140,2,5,0,50,20,0,0,0,26420,0,0
0,2,90,20,1,6,0,90,20,0,0,0,26421,1,1
0,3,1680,60,0,2,0,1680,60,0,0,0,26422,1,1
0,3,710,470,1,6,0,620,50,0,0,0,26423,1,1
1,2,3220,210,0,0,6,2820,140,0,0,0,26424,0,1
0,2,3420,90,0,0,0,3420,60,0,0,0,26425,1,1
1,3,60,60,1,6,0,0,0,0,0,0,26426,0,0
0,3,6800,550,0,0,4,6650,240,0,0,0,26427,1,1
1,3,200,280,3,6,0,80,120,0,0,0,26428,0,1
0,3,20,20,3,6,0,0,20,0,0,0,26429,1,1
1,1,740,740,3,6,0,50,10,0,0,0,26430,0,1
0,2,1210,120,0,0,0,1190,80,0,0,0,26431,1,1
0,3,690,690,2,6,0,30,10,0,0,0,26432,1,1
1,3,7190,790,0,0,0,7190,790,0,0,0,26433,0,1
1,3,920,240,0,6,0,920,60,0,0,0,26434,0,1
0,2,110,110,2,6,0,0,0,1,1,1,26435,1,1
1,3,190,190,3,6,0,100,130,0,0,0,26436,0,1
0,3,120,120,3,6,0,70,110,0,0,0,26437,1,1
0,1,1220,310,0,0,0,1220,150,0,0,0,26438,1,1
1,1,1290,120,0,0,0,1120,60,1,2,1,26439,0,1
1,2,2430,130,0,0,0,2250,130,1,12,1,26440,0,1
0,3,0,0,0,6,0,0,0,1,1,1,26441,1,0
1,2,4440,180,0,1,1,4440,180,0,0,0,26442,0,0
1,2,520,70,0,2,0,390,50,0,0,0,26443,0,1
1,3,0,0,0,6,0,0,0,0,0,0,26444,0,1
1,2,20,20,1,6,0,0,20,1,1,1,26445,0,0
1,2,2750,2500,0,0,6,2750,180,1,2,1,26446,0,0
1,2,9790,3440,1,3,3,9490,460,0,0,0,26447,0,1
0,2,1030,150,0,0,0,1030,60,0,0,0,26448,1,0
1,3,680,590,2,6,0,60,50,0,0,0,26449,0,1
1,1,3650,120,0,0,0,3650,120,0,0,0,26450,0,1
1,2,50,50,3,6,0,20,30,0,0,0,26451,0,1
1,1,110,110,2,6,0,90,90,0,0,0,26452,0,1
1,1,2240,80,0,2,4,2240,80,0,0,0,26453,0,0
1,2,2890,230,0,0,0,2500,90,2,6,1,26454,0,0
0,3,480,480,2,6,0,80,480,1,1,1,26455,1,1
1,1,1510,1440,0,2,4,1500,1440,0,0,0,26456,0,0
1,1,380,80,0,6,0,300,0,1,9,1,26457,0,1
1,2,2960,140,0,0,6,2890,140,0,0,0,26458,0,1
1,2,520,50,0,0,3,410,50,0,0,0,26459,0,0
1,2,2360,150,0,0,1,2360,70,0,0,0,26460,0,1
0,1,4470,4310,3,4,0,20,30,0,0,0,26461,1,1
1,2,30,0,0,6,0,30,0,0,0,0,26462,0,1
1,1,180,180,3,6,0,10,10,1,2,1,26463,0,0
0,1,1430,50,0,0,1,1430,50,0,0,0,26464,1,1
0,2,4080,210,0,3,3,3940,210,0,0,0,26465,1,0
0,2,2010,2010,2,3,0,30,180,0,0,0,26466,1,0
1,1,1320,100,0,0,0,1250,60,0,0,0,26467,0,1
1,2,660,60,0,0,0,450,60,0,0,0,26468,0,1
1,1,1140,120,0,0,4,400,40,0,0,0,26469,0,1
1,2,410,380,2,6,0,140,70,0,0,0,26470,0,1
1,1,100,100,3,6,0,10,0,0,0,0,26471,0,1
1,1,1160,310,0,0,0,1100,90,0,0,0,26472,0,0
1,1,1260,60,0,6,0,1180,60,0,0,0,26473,0,1
1,2,8040,420,0,0,1,8040,210,0,0,0,26474,0,1
1,2,3760,270,0,0,6,3760,0,1,3,1,26475,0,0
0,1,1850,1850,3,6,0,1330,1850,0,0,0,26476,1,1
1,1,2510,110,0,0,6,2510,110,0,0,0,26477,0,1
1,3,20,20,1,6,0,20,0,0,0,0,26478,0,1
1,2,1020,1050,1,0,6,1020,80,0,0,0,26479,0,0
1,2,890,50,0,0,5,840,40,0,0,0,26480,0,1
0,1,2450,2580,1,0,4,2410,2580,1,1,1,26481,1,1
1,2,1540,180,0,0,6,1540,60,0,0,0,26482,0,1
0,3,370,120,0,1,2,370,30,1,7,1,26483,1,1
1,1,3590,3150,1,0,4,3590,140,1,8,1,26484,0,0
1,1,180,180,3,6,0,0,0,0,0,0,26485,0,1
1,1,940,80,0,0,6,940,0,1,3,1,26486,0,0
1,1,230,90,1,6,0,230,0,0,0,0,26487,0,1
0,1,630,560,1,0,0,440,270,0,0,0,26488,1,1
0,2,5080,310,0,0,4,4710,310,0,0,0,26489,1,1
1,2,880,50,0,0,0,880,0,1,3,1,26490,0,1
1,1,3120,130,0,0,5,2840,130,0,0,0,26491,0,1
1,3,120,120,1,6,0,20,120,0,0,0,26492,0,0
0,2,1240,70,0,0,1,1240,50,0,0,0,26493,1,1
1,3,0,0,0,6,0,0,0,1,1,1,26494,0,0
1,3,60,110,3,6,0,10,20,0,0,0,26495,0,1
1,2,440,460,3,6,0,200,200,0,0,0,26496,0,1
1,1,1370,70,0,0,0,1300,60,0,0,0,26497,0,1
1,1,1500,320,1,2,2,1470,60,0,0,0,26498,0,1
0,1,20,30,2,6,0,0,20,0,0,0,26499,1,1
1,1,850,110,0,0,5,740,0,1,8,1,26500,0,0
1,1,750,40,0,6,0,630,40,0,0,0,26501,0,0
1,1,2670,120,0,0,0,2420,120,1,11,1,26502,0,0
1,1,2210,90,0,4,1,2210,90,0,0,0,26503,0,1
1,2,430,440,1,6,0,10,10,0,0,0,26504,0,1
0,1,3680,140,0,0,4,3620,130,0,0,0,26505,1,1
1,3,1440,120,0,0,0,1250,90,1,12,1,26506,0,0
0,3,3410,3410,1,4,0,20,3410,0,0,0,26507,1,1
1,1,2470,90,0,0,4,2440,90,0,0,0,26508,0,1
1,1,100,100,2,6,0,40,30,0,0,0,26509,0,1
1,1,270,70,0,0,2,130,70,2,4,1,26510,0,1
1,1,50,50,1,6,0,50,0,2,12,1,26511,0,1
1,2,4130,140,0,2,0,4130,140,1,2,1,26512,0,1
1,3,0,10,6,6,0,0,0,0,0,0,26513,0,0
0,2,560,60,0,0,5,500,40,0,0,0,26514,1,1
1,2,3080,150,0,0,1,3080,60,0,0,0,26515,0,1
1,2,0,0,0,6,0,0,0,1,1,1,26516,0,1
1,3,230,230,1,6,0,40,40,0,0,0,26517,0,0
1,1,960,60,0,0,6,920,60,1,5,1,26518,0,1
1,3,720,610,2,4,0,140,10,2,4,1,26519,0,1
0,2,1560,140,0,0,3,1340,120,1,2,1,26520,1,0
1,1,860,920,1,2,0,30,30,0,0,0,26521,0,1
1,1,2350,90,0,0,0,2350,90,0,0,0,26522,0,1
0,2,630,730,2,6,0,350,340,0,0,0,26523,1,1
1,2,860,90,0,0,0,790,20,1,9,1,26524,0,0
1,2,360,220,2,3,0,360,30,0,0,0,26525,0,1
0,1,1910,190,0,0,6,1840,70,1,2,1,26526,1,1
1,2,690,690,3,6,0,220,80,0,0,0,26527,0,1
1,2,1480,1480,4,5,0,320,70,0,0,0,26528,0,0
1,2,2170,100,0,0,6,2170,90,0,0,0,26529,0,1
1,1,2280,290,0,0,6,2280,0,1,5,1,26530,0,0
1,0,930,50,0,0,3,930,50,0,0,0,26531,0,1
1,2,1750,90,0,0,3,1750,90,0,0,0,26532,0,1
1,1,30,40,4,6,0,0,30,1,1,1,26533,0,0
0,1,550,50,0,0,3,490,40,0,0,0,26534,1,0
1,2,600,90,0,0,0,500,90,1,10,1,26535,0,0
1,1,2410,100,0,0,2,2410,100,0,0,0,26536,0,1
0,3,50,50,2,6,0,10,50,0,0,0,26537,1,1
0,2,440,50,0,0,0,330,50,0,0,0,26538,1,1
1,1,40,40,1,6,0,0,40,1,1,1,26539,0,1
0,1,2000,90,0,0,0,1940,0,1,3,1,26540,1,1
1,2,690,700,3,3,0,50,40,0,0,0,26541,0,0
1,2,340,340,2,6,0,210,340,0,0,0,26542,0,1
1,2,100,200,3,6,0,70,20,0,0,0,26543,0,1
1,1,4080,190,0,0,0,3670,180,0,0,0,26544,0,1
1,2,50,50,2,6,0,10,10,0,0,0,26545,0,1
1,0,11070,460,0,0,0,10850,390,0,0,0,26546,0,1
1,1,21580,930,0,0,4,19940,870,0,0,0,26547,0,1
1,1,80,80,2,6,0,30,0,0,0,0,26548,0,1
1,2,1610,1590,3,5,0,510,250,0,0,0,26549,0,1
1,1,670,1210,1,1,0,670,60,0,0,0,26550,0,0
0,2,2470,110,0,0,4,2470,90,0,0,0,26551,0,0
0,2,6280,340,0,0,4,6030,240,0,0,0,26552,1,1
1,3,4550,250,0,3,0,4370,250,0,0,0,26553,0,1
1,3,350,80,0,0,0,270,0,1,7,1,26554,0,1
0,1,910,70,0,0,0,780,70,0,0,0,26555,1,1
1,1,290,30,0,0,0,170,30,1,8,1,26556,0,0
1,3,2750,2750,1,5,0,270,80,1,2,1,26557,0,1
0,1,1480,70,0,0,6,1370,70,0,0,0,26558,0,0
0,2,1540,50,0,0,2,1540,50,0,0,0,26559,1,1
0,1,1110,60,0,0,0,980,60,1,10,1,26560,1,1
1,1,410,410,4,6,0,0,30,1,1,1,26561,0,1
0,1,1300,230,0,1,0,1300,50,0,0,0,26562,1,1
0,1,1540,630,1,0,4,1470,50,0,0,0,26563,1,1
1,1,5180,280,0,0,5,4860,280,1,13,1,26564,0,1
1,1,3110,140,0,0,0,2880,110,0,0,0,26565,0,1
1,1,2400,90,0,0,3,2400,90,0,0,0,26566,0,1
1,1,10,10,0,6,0,10,10,0,0,0,26567,0,1
1,1,3160,160,0,0,0,3020,110,0,0,0,26568,0,1
1,1,6800,270,0,0,3,6720,270,1,2,1,26569,0,0
1,3,140,140,3,6,0,0,140,1,2,1,26570,0,1
1,1,120,120,2,6,0,0,120,1,1,1,26571,0,1
1,1,1210,60,0,0,0,1210,60,0,0,0,26572,0,1
1,3,30,10,1,6,0,30,0,0,0,0,26573,0,1
1,2,6750,210,0,2,4,6430,210,0,0,0,26574,0,1
0,1,40,40,2,6,0,10,20,1,2,1,26575,1,1
1,1,190,30,0,6,0,190,30,0,0,0,26576,0,1
0,2,12910,610,0,0,6,12710,520,0,0,0,26577,1,1
1,3,150,150,3,6,0,0,20,1,1,1,26578,0,1
1,2,630,80,0,0,0,490,60,1,13,1,26579,0,1
0,1,1090,40,0,6,0,1090,40,0,0,0,26580,0,1
1,2,180,180,3,6,0,0,0,0,0,0,26581,0,1
0,2,3030,60,0,0,1,3030,50,0,0,0,26582,1,0
1,3,3600,3550,1,3,0,100,30,0,0,0,26583,0,1
0,2,280,60,0,0,4,280,40,1,2,1,26584,1,0
0,3,6310,700,0,0,6,5700,700,1,2,1,26585,1,0
0,2,320,50,0,0,0,190,40,0,0,0,26586,1,0
0,3,110,120,3,6,0,0,20,2,7,1,26587,1,0
1,1,2360,90,0,0,6,2200,0,1,4,1,26588,0,0
0,2,270,120,3,6,0,20,60,0,0,0,26589,1,1
0,2,2750,120,0,0,4,2630,120,0,0,0,26590,1,1
1,2,3050,150,0,3,2,3010,150,0,0,0,26591,0,1
1,1,2300,760,0,3,0,1640,760,0,0,0,26592,0,1
0,3,21060,790,0,0,5,11840,400,0,0,0,26593,1,1
0,2,200,60,2,6,0,40,60,0,0,0,26594,1,1
0,3,0,0,0,6,0,0,0,0,0,0,26595,1,1
1,2,620,600,1,1,4,590,50,0,0,0,26596,0,1
1,2,550,550,3,4,2,0,120,1,1,1,26597,0,1
0,3,310,310,1,6,0,0,310,2,5,1,26598,1,0
0,1,920,920,1,6,0,340,330,0,0,0,26599,1,1
0,2,1260,0,0,5,1,1260,0,0,0,0,26600,1,1
0,2,310,40,0,5,0,170,40,0,0,0,26601,1,1
0,2,910,680,1,1,3,910,0,1,3,1,26602,1,1
0,3,590,80,0,4,2,590,80,0,0,0,26603,1,1
0,3,290,290,3,6,0,280,290,0,0,0,26604,1,1
0,2,70,0,0,6,0,70,0,1,27,1,26605,1,0
0,2,1320,600,1,0,3,1240,60,0,0,0,26606,1,1
0,3,2780,920,1,1,2,2780,180,0,0,0,26607,1,1
0,2,400,400,2,5,0,30,20,0,0,0,26608,1,1
0,2,600,150,0,0,4,310,150,1,11,1,26609,1,0
0,2,0,0,0,6,0,0,0,0,0,0,26610,1,1
0,2,1600,990,0,2,4,1600,0,1,3,1,26611,1,1
0,2,620,120,0,0,6,590,60,0,0,0,26612,1,1
0,2,610,50,0,0,6,600,0,1,3,1,26613,1,1
0,2,620,620,1,1,4,570,0,2,11,1,26614,1,1
0,1,1480,80,0,3,3,1440,80,1,2,1,26615,1,0
0,2,610,90,0,0,6,600,60,1,2,1,26616,1,1
0,2,580,90,0,0,4,450,40,1,2,1,26617,1,1
0,2,1560,170,0,2,4,1470,60,0,0,0,26618,1,0
0,2,280,80,0,0,4,160,40,2,8,1,26619,1,0
0,2,110,110,1,3,0,30,20,0,0,0,26620,1,0
0,3,610,60,0,0,6,510,60,0,0,0,26621,1,1
0,2,270,40,0,0,1,270,30,0,0,0,26622,1,1
0,2,430,50,0,0,0,360,50,0,0,0,26623,1,1
0,2,420,60,0,0,0,230,50,0,0,0,26624,1,0
0,3,3610,400,0,0,0,3610,120,0,0,0,26625,1,1
0,2,1570,470,1,3,1,1570,0,1,2,1,26626,1,0
0,2,830,180,0,1,0,830,50,1,2,1,26627,1,0
0,1,1540,90,0,0,6,1540,90,0,0,0,26628,1,1
0,2,1440,860,1,0,2,1430,120,0,0,0,26629,1,1
0,2,1520,1340,1,0,2,1520,60,0,0,0,26630,1,1
0,1,3060,90,0,2,2,3060,0,1,3,1,26631,1,1
0,3,290,50,0,0,3,170,30,0,0,0,26632,1,1
0,3,0,0,0,6,0,0,0,1,1,1,26633,1,0
0,2,0,0,0,6,0,0,0,0,0,0,26634,1,1
0,3,310,40,0,0,6,280,0,2,5,1,26635,1,0
0,3,620,570,2,2,0,180,570,2,7,1,26636,1,1
0,3,630,50,0,0,0,630,50,0,0,0,26637,1,1
0,3,220,60,0,4,0,40,40,0,0,0,26638,1,1
0,3,1040,1040,2,3,0,0,0,1,1,1,26639,1,1
0,3,250,50,0,0,0,180,40,1,12,1,26640,1,0
0,3,30,30,2,6,0,10,10,0,0,0,26641,1,1
0,2,2790,210,0,0,4,2650,210,0,0,0,26642,1,1
0,1,370,90,0,0,0,250,40,2,8,1,26643,1,0
0,2,40,20,1,6,0,40,10,0,0,0,26644,1,0
0,2,300,60,0,0,6,300,40,0,0,0,26645,1,0
0,3,950,60,0,0,0,950,60,0,0,0,26646,1,1
0,3,1250,120,0,0,6,1110,60,2,6,1,26647,1,0
0,2,4440,240,0,0,2,4440,240,0,0,0,26648,1,0
0,2,320,30,0,4,2,300,30,1,5,1,26649,1,1
0,2,900,90,0,1,4,900,50,1,2,1,26650,1,1
0,2,290,90,0,0,4,200,0,1,11,1,26651,1,0
0,3,1470,60,0,0,2,1470,60,0,0,0,26652,1,1
0,0,780,70,0,1,2,660,40,1,4,1,26653,1,1
0,3,1090,210,0,0,0,920,210,1,2,1,26654,1,1
0,1,620,50,0,0,6,620,0,1,3,1,26655,1,1
0,2,220,50,0,0,0,110,30,0,0,0,26656,1,0
0,2,0,60,2,6,0,0,30,1,1,1,26657,1,1
0,2,1810,310,0,1,4,1810,60,1,5,1,26658,1,0
0,2,1490,1950,1,0,2,1440,90,1,4,1,26659,1,1
0,2,2860,400,0,0,0,1860,60,0,0,0,26660,1,1
0,2,1530,150,0,0,1,1530,90,1,2,1,26661,1,1
0,3,590,60,0,0,0,450,60,0,0,0,26662,1,1
0,2,2070,1580,0,0,5,2070,0,1,14,1,26663,1,0
0,2,4700,210,1,1,5,4700,170,0,0,0,26664,1,1
0,1,880,110,0,0,5,780,110,1,2,1,26665,1,1
0,3,120,110,2,6,0,20,70,0,0,0,26666,1,1
0,2,580,580,1,3,2,580,40,0,0,0,26667,1,1
1,2,600,50,0,0,0,530,50,0,0,0,26668,0,1
0,3,2180,90,0,0,0,2030,70,0,0,0,26669,1,1
0,2,2420,3110,1,1,5,1850,80,0,0,0,26670,1,1
1,3,4540,180,0,0,4,4450,150,0,0,0,26671,0,1
0,0,4160,270,0,0,6,4160,0,1,3,1,26672,1,1
0,1,600,90,0,0,4,420,50,1,4,1,26673,1,1
0,3,560,560,1,4,0,70,560,0,0,0,26674,1,1
0,2,1550,80,0,2,4,1550,80,0,0,0,26675,1,1
0,2,2230,610,0,0,0,2010,70,0,0,0,26676,1,1
0,3,3700,2940,3,4,1,420,500,0,0,0,26677,1,1
0,2,1490,80,0,0,6,1440,60,0,0,0,26678,1,1
0,3,110,80,1,6,0,0,0,1,1,1,26679,1,1
0,1,2810,140,0,0,4,2690,140,1,10,1,26680,1,0
0,3,1960,180,2,3,2,1960,80,0,0,0,26681,1,1
0,3,1210,50,0,0,6,1210,50,0,0,0,26682,1,1
0,3,950,100,0,0,6,870,50,1,2,1,26683,1,1
0,2,600,150,0,0,6,580,0,1,3,1,26684,1,1
0,2,1870,90,0,0,4,1860,80,1,2,1,26685,1,0
0,2,630,100,0,0,0,500,0,2,7,1,26686,1,1
0,3,1550,70,0,0,4,1500,70,1,2,1,26687,1,1
0,2,280,40,0,0,4,240,30,0,0,0,26688,1,0
0,1,650,20,0,1,4,650,20,1,10,1,26689,1,0
0,3,1780,560,0,0,0,1780,70,0,0,0,26690,1,1
0,2,730,60,0,0,0,670,0,1,3,1,26691,1,1
0,3,320,240,1,6,0,110,110,0,0,0,26692,1,0
0,2,1820,1620,1,0,2,520,1620,0,0,0,26693,1,1
0,1,1920,1530,1,1,0,310,1530,1,6,1,26694,1,1
1,2,2490,310,0,0,6,2480,310,0,0,0,26695,0,1
0,2,250,40,0,1,0,120,40,0,0,0,26696,1,1
0,2,260,30,0,1,1,260,30,0,0,0,26697,1,1
0,1,1830,120,0,0,4,1730,80,0,0,0,26698,1,1
0,2,1540,80,0,0,3,1450,60,0,0,0,26699,1,0
0,3,3280,120,0,0,2,3280,120,0,0,0,26700,1,0
1,3,820,80,0,6,0,820,0,1,3,1,26701,0,1
0,3,1220,120,0,0,6,1150,0,1,11,1,26702,1,1
0,3,180,180,1,6,0,180,180,0,0,0,26703,1,1
1,2,1500,190,0,6,0,1500,190,0,0,0,26704,0,1
0,3,110,110,3,6,0,40,110,0,0,0,26705,1,1
0,2,4250,210,0,0,4,4190,210,1,6,1,26706,1,0
0,2,1460,50,0,0,2,1460,50,0,0,0,26707,1,1
0,3,1390,310,0,0,1,1390,90,0,0,0,26708,1,1
1,1,90,90,1,6,0,30,20,0,0,0,26709,0,1
0,1,3040,4360,2,1,0,2150,350,1,6,1,26710,1,0
0,3,800,120,4,6,0,800,90,0,0,0,26711,1,1
0,1,540,90,0,0,0,450,60,1,12,1,26712,1,1
0,3,1540,80,0,6,0,1540,50,0,0,0,26713,1,1
0,3,1060,100,0,0,6,590,40,0,0,0,26714,1,1
0,2,2150,150,0,0,5,1940,150,1,11,1,26715,1,0
0,3,9940,1350,0,1,0,9940,310,0,0,0,26716,1,1
0,3,50,30,2,6,0,50,0,0,0,0,26717,1,1
0,2,490,70,0,0,1,410,60,0,0,0,26718,1,1
0,2,530,70,0,0,0,390,30,2,7,1,26719,1,0
0,2,1460,90,0,0,3,1440,50,0,0,0,26720,1,1
0,2,5500,200,0,0,0,5210,200,0,0,0,26721,1,1
0,3,4020,4010,2,3,0,10,0,0,0,0,26722,1,1
0,3,1220,150,0,0,6,1160,50,1,2,1,26723,1,1
0,3,750,280,0,6,0,750,150,0,0,0,26724,1,1
0,3,1100,150,0,6,0,1100,90,0,0,0,26725,1,1
0,3,70,30,2,6,0,20,10,0,0,0,26726,1,1
0,2,4320,110,0,0,1,2380,100,0,0,0,26727,1,1
0,1,1610,200,0,0,5,1600,70,1,5,1,26728,1,0
0,3,1060,80,0,0,0,960,60,0,0,0,26729,1,1
0,3,1220,180,0,0,1,1220,40,0,0,0,26730,1,1
0,3,510,40,0,5,0,510,40,0,0,0,26731,1,1
0,2,7790,7330,1,1,1,700,7330,0,0,0,26732,1,1
0,3,1290,1270,1,3,3,60,60,2,4,1,26733,1,0
0,3,130,130,2,6,0,20,130,0,0,0,26734,1,1
0,3,4000,210,0,0,4,4000,190,0,0,0,26735,1,1
0,2,1780,180,0,0,0,1640,0,1,11,1,26736,1,0
1,3,270,270,1,6,0,50,0,0,0,0,26737,0,1
0,2,270,60,0,6,0,190,0,1,11,1,26738,1,0
0,3,130,130,2,6,0,20,110,1,2,1,26739,1,0
0,1,2220,460,0,4,0,2220,150,1,2,1,26740,1,0
0,1,60,60,2,6,0,60,50,1,2,1,26741,1,1
0,1,2360,180,0,0,0,2010,110,0,0,0,26742,1,1
0,2,3080,310,0,0,4,2950,210,1,7,1,26743,1,1
0,2,100,80,1,6,0,100,60,0,0,0,26744,1,1
0,3,960,180,0,2,0,950,180,0,0,0,26745,1,1
0,3,1050,100,0,6,0,950,0,1,11,1,26746,1,0
0,3,330,360,3,5,0,70,60,0,0,0,26747,1,0
0,2,110,110,2,6,0,70,50,0,0,0,26748,1,1
0,2,1860,180,0,0,6,1790,80,2,4,1,26749,1,0
0,3,480,80,4,6,0,480,80,0,0,0,26750,1,1
0,3,11460,8850,0,0,6,11460,410,0,0,0,26751,1,1
0,3,1820,90,0,0,0,1820,90,0,0,0,26752,1,1
1,1,4560,460,0,0,0,4560,460,0,0,0,26753,0,1
0,2,190,40,0,6,0,140,40,0,0,0,26754,1,1
0,3,40,30,1,6,0,40,30,0,0,0,26755,1,1
0,2,2660,460,0,0,0,2500,460,0,0,0,26756,1,1
0,1,610,50,0,0,6,610,0,1,3,1,26757,1,1
0,2,730,50,0,0,0,600,50,0,0,0,26758,1,1
0,2,900,190,0,6,0,320,190,1,2,1,26759,1,0
0,3,3050,150,0,4,0,3050,150,0,0,0,26760,1,1
0,2,810,90,0,0,0,580,90,1,4,1,26761,1,1
0,3,30,40,2,6,0,0,0,1,1,1,26762,1,1
0,3,4040,150,0,0,0,4020,150,0,0,0,26763,1,1
0,3,4100,410,0,0,0,3490,410,2,8,1,26764,1,0
0,3,60,60,3,6,0,20,0,0,0,0,26765,1,0
0,2,1550,70,0,0,6,1470,50,0,0,0,26766,1,1
